timestamp,uid
2012-04-17 01:19:10,207591
2012-04-17 01:24:43,212221
2012-04-17 01:24:46,83346
2012-04-17 01:26:13,430472
2012-04-17 01:26:14,402662
2012-04-17 01:26:16,52534
2012-04-17 01:26:47,207591
2012-04-17 01:27:20,35218
2012-04-17 01:28:17,48410
2012-04-17 01:28:31,125499
2012-04-17 01:28:34,41374
2012-04-17 01:28:44,546030
2012-04-17 01:29:05,97126
2012-04-17 01:29:10,73420
2012-04-17 01:29:48,97877
2012-04-17 01:30:04,360099
2012-04-17 01:30:12,29699
2012-04-17 01:30:41,170175
2012-04-17 01:30:43,331477
2012-04-17 01:30:50,97455
2012-04-17 01:30:57,240903
2012-04-17 01:31:01,58723
2012-04-17 01:31:18,161161
2012-04-17 01:31:21,298068
2012-04-17 01:31:28,127418
2012-04-17 01:32:01,117471
2012-04-17 01:32:05,400875
2012-04-17 01:32:06,435508
2012-04-17 01:32:07,47202
2012-04-17 01:32:21,48786
2012-04-17 01:32:33,96110
2012-04-17 01:32:50,9639
2012-04-17 01:32:50,303925
2012-04-17 01:32:51,479644
2012-04-17 01:32:51,210562
2012-04-17 01:32:52,381372
2012-04-17 01:32:58,145920
2012-04-17 01:33:02,200288
2012-04-17 01:33:10,192781
2012-04-17 01:33:16,160989
2012-04-17 01:33:21,463359
2012-04-17 01:33:23,175816
2012-04-17 01:33:25,546371
2012-04-17 01:33:26,314459
2012-04-17 01:33:30,264716
2012-04-17 01:33:34,324506
2012-04-17 01:33:37,63800
2012-04-17 01:33:41,425895
2012-04-17 01:33:42,367211
2012-04-17 01:33:43,84710
2012-04-17 01:33:44,480787
2012-04-17 01:33:51,219283
2012-04-17 01:33:58,140135
2012-04-17 01:34:01,386092
2012-04-17 01:34:02,61329
2012-04-17 01:34:04,375054
2012-04-17 01:34:04,566073
2012-04-17 01:34:09,5741
2012-04-17 01:34:14,265673
2012-04-17 01:34:15,538673
2012-04-17 01:34:17,345480
2012-04-17 01:34:18,336331
2012-04-17 01:34:19,240346
2012-04-17 01:34:24,84837
2012-04-17 01:34:32,145979
2012-04-17 01:34:35,454930
2012-04-17 01:34:35,30746
2012-04-17 01:34:41,10052
2012-04-17 01:34:42,47035
2012-04-17 01:34:42,158663
2012-04-17 01:34:45,429802
2012-04-17 01:34:54,363060
2012-04-17 01:34:55,171113
2012-04-17 01:35:00,363878
2012-04-17 01:35:07,70243
2012-04-17 01:35:10,300404
2012-04-17 01:35:15,232579
2012-04-17 01:35:18,424125
2012-04-17 01:35:19,374642
2012-04-17 01:35:24,184649
2012-04-17 01:35:28,435508
2012-04-17 01:35:35,595839
2012-04-17 01:35:37,275966
2012-04-17 01:35:47,117848
2012-04-17 01:35:48,169589
2012-04-17 01:35:53,382097
2012-04-17 01:35:56,434181
2012-04-17 01:36:00,231280
2012-04-17 01:36:03,272676
2012-04-17 01:36:04,14174
2012-04-17 01:36:10,140074
2012-04-17 01:36:15,53407
2012-04-17 01:36:21,163457
2012-04-17 01:36:21,170615
2012-04-17 01:36:23,311405
2012-04-17 01:36:28,145518
2012-04-17 01:36:31,337718
2012-04-17 01:36:32,116716
2012-04-17 01:36:34,579824
2012-04-17 01:36:34,32378
2012-04-17 01:36:35,138447
2012-04-17 01:36:36,253389
2012-04-17 01:36:37,56650
2012-04-17 01:36:37,97620
2012-04-17 01:36:40,467396
2012-04-17 01:36:41,315976
2012-04-17 01:36:49,247568
2012-04-17 01:36:56,387700
2012-04-17 01:36:56,163449
2012-04-17 01:36:56,75630
2012-04-17 01:36:59,387886
2012-04-17 01:37:06,127418
2012-04-17 01:37:06,385293
2012-04-17 01:37:10,151961
2012-04-17 01:37:14,4407
2012-04-17 01:37:14,236643
2012-04-17 01:37:26,124578
2012-04-17 01:37:30,407525
2012-04-17 01:37:33,261876
2012-04-17 01:37:33,414942
2012-04-17 01:37:34,159973
2012-04-17 01:37:41,115894
2012-04-17 01:37:41,441285
2012-04-17 01:37:42,427151
2012-04-17 01:37:46,201976
2012-04-17 01:37:47,391847
2012-04-17 01:37:55,125499
2012-04-17 01:38:00,211399
2012-04-17 01:38:00,242693
2012-04-17 01:38:03,40835
2012-04-17 01:38:05,355983
2012-04-17 01:38:06,525841
2012-04-17 01:38:12,232964
2012-04-17 01:38:13,37674
2012-04-17 01:38:14,117622
2012-04-17 01:38:21,172647
2012-04-17 01:38:23,530065
2012-04-17 01:38:25,281709
2012-04-17 01:38:27,529867
2012-04-17 01:38:30,369557
2012-04-17 01:38:30,419228
2012-04-17 01:38:34,383792
2012-04-17 01:38:35,150478
2012-04-17 01:38:35,564292
2012-04-17 01:38:42,7463
2012-04-17 01:38:43,238230
2012-04-17 01:38:45,94803
2012-04-17 01:38:54,350552
2012-04-17 01:38:55,490945
2012-04-17 01:38:55,83651
2012-04-17 01:38:55,477894
2012-04-17 01:38:56,222756
2012-04-17 01:38:57,124138
2012-04-17 01:38:57,379541
2012-04-17 01:38:59,30111
2012-04-17 01:39:00,18425
2012-04-17 01:39:00,249987
2012-04-17 01:39:01,564292
2012-04-17 01:39:05,513782
2012-04-17 01:39:08,447542
2012-04-17 01:39:10,67058
2012-04-17 01:39:15,143662
2012-04-17 01:39:17,127418
2012-04-17 01:39:17,431029
2012-04-17 01:39:19,527395
2012-04-17 01:39:19,73163
2012-04-17 01:39:23,158683
2012-04-17 01:39:24,311789
2012-04-17 01:39:25,311832
2012-04-17 01:39:28,232923
2012-04-17 01:39:30,520850
2012-04-17 01:39:32,10280
2012-04-17 01:39:33,461971
2012-04-17 01:39:34,196461
2012-04-17 01:39:35,194166
2012-04-17 01:39:36,297785
2012-04-17 01:39:37,513782
2012-04-17 01:39:40,92163
2012-04-17 01:39:40,347100
2012-04-17 01:39:43,22522
2012-04-17 01:39:43,220955
2012-04-17 01:39:45,391847
2012-04-17 01:39:46,157936
2012-04-17 01:39:47,399921
2012-04-17 01:39:49,166294
2012-04-17 01:39:50,156324
2012-04-17 01:39:50,102978
2012-04-17 01:39:51,447542
2012-04-17 01:39:53,513782
2012-04-17 01:39:56,320439
2012-04-17 01:39:59,20237
2012-04-17 01:40:03,227969
2012-04-17 01:40:05,120055
2012-04-17 01:40:05,172647
2012-04-17 01:40:06,20237
2012-04-17 01:40:06,23917
2012-04-17 01:40:07,514080
2012-04-17 01:40:08,288205
2012-04-17 01:40:08,154856
2012-04-17 01:40:10,161760
2012-04-17 01:40:14,452614
2012-04-17 01:40:14,53407
2012-04-17 01:40:14,291991
2012-04-17 01:40:15,295855
2012-04-17 01:40:18,78254
2012-04-17 01:40:20,119631
2012-04-17 01:40:22,444545
2012-04-17 01:40:22,527395
2012-04-17 01:40:23,290299
2012-04-17 01:40:25,215792
2012-04-17 01:40:27,281071
2012-04-17 01:40:35,141750
2012-04-17 01:40:36,449892
2012-04-17 01:40:39,20237
2012-04-17 01:40:40,355211
2012-04-17 01:40:43,74523
2012-04-17 01:40:46,412747
2012-04-17 01:40:47,194313
2012-04-17 01:40:48,38659
2012-04-17 01:40:49,84034
2012-04-17 01:40:49,167140
2012-04-17 01:40:51,355211
2012-04-17 01:40:52,82732
2012-04-17 01:40:52,186810
2012-04-17 01:40:53,124578
2012-04-17 01:40:53,85762
2012-04-17 01:40:56,547299
2012-04-17 01:40:56,216275
2012-04-17 01:40:58,194514
2012-04-17 01:40:59,506598
2012-04-17 01:41:05,241860
2012-04-17 01:41:07,20237
2012-04-17 01:41:10,97620
2012-04-17 01:41:11,1794
2012-04-17 01:41:19,398350
2012-04-17 01:41:19,313767
2012-04-17 01:41:27,91025
2012-04-17 01:41:27,186810
2012-04-17 01:41:32,260977
2012-04-17 01:41:33,116474
2012-04-17 01:41:34,327840
2012-04-17 01:41:36,275533
2012-04-17 01:41:38,332702
2012-04-17 01:41:39,358995
2012-04-17 01:41:40,168701
2012-04-17 01:41:43,157870
2012-04-17 01:41:47,441854
2012-04-17 01:41:48,122688
2012-04-17 01:41:49,260977
2012-04-17 01:41:49,517644
2012-04-17 01:41:50,157815
2012-04-17 01:41:51,491799
2012-04-17 01:41:51,186810
