uid_part,value
0,0.0017294449909561168
1,0.0
2,1.586646780693682e-05
3,0.0
4,0.000523593437628915
5,3.173293561387364e-05
6,4.759940342081046e-05
7,0.0017929108621838642
8,0.002300637832005839
9,0.0
10,0.002030907879287916
11,0.0008091898581537786
12,1.586646780693682e-05
13,0.0016659791197283693
14,0.0029194300764763684
15,0.003427157046298341
16,0.00022213054929711543
17,0.0
18,7.933233903468411e-05
19,7.933233903468411e-05
20,0.00412528162980356
21,0.0
22,0.007600038079522781
23,3.173293561387364e-05
24,0.0
25,0.001697712055342243
26,0.0
27,0.0
28,0.0016818455875353062
29,6.346587122774728e-05
30,0.002982895947704115
31,1.586646780693682e-05
32,0.0
33,0.0019515755402532329
34,0.0
35,0.0
36,0.015041411480976272
37,0.0030622282867387982
38,0.0
39,0.0002538634849109891
40,4.759940342081046e-05
41,0.0
42,0.0
43,0.009297750134865048
44,0.0
45,1.586646780693682e-05
46,0.0001586646780693682
47,0.00012693174245549457
48,0.0002538634849109891
49,1.586646780693682e-05
50,3.173293561387364e-05
51,0.007790435693206026
52,0.0003173293561387363
53,0.0002697299527179259
54,0.0
55,0.00014279821026243138
56,0.0
57,0.0
58,0.00065052518008441
59,0.0005711928410497256
60,0.0
61,0.00034906229175260995
62,0.0013169168279757583
63,0.000174531145876305
64,0.0002855964205248627
65,0.0
66,0.0027290324627931286
67,0.00065052518008441
68,9.519880684162093e-05
69,0.0
70,1.586646780693682e-05
71,0.002253038428585029
72,0.00011106527464855776
73,0.0006822581156982837
74,0.0
75,0.0
76,0.003744486402437074
77,0.0005077269698219782
78,0.0007457239869260311
79,0.0016659791197283693
80,0.0
81,7.933233903468411e-05
82,0.000761590454732968
83,0.0002697299527179259
84,0.0
85,0.0006822581156982837
86,0.0001903976136832418
87,0.0029670294798971784
88,0.0003173293561387363
89,1.586646780693682e-05
90,0.0
91,0.002078507282708726
92,3.173293561387364e-05
93,6.346587122774728e-05
94,0.0009678545362231472
95,0.0009043886649953998
96,0.0002538634849109891
97,0.0001903976136832418
98,0.00065052518008441
99,0.0
100,0.0
101,9.519880684162093e-05
102,1.586646780693682e-05
103,0.0012534509567480108
104,0.00033319582394567313
105,4.759940342081046e-05
106,0.0011582521499063896
107,1.586646780693682e-05
108,0.00011106527464855776
109,0.0
110,0.0
111,0.001475581506045127
112,0.0
113,0.0
114,0.0001586646780693682
115,0.00011106527464855776
116,0.0008250563259607155
117,0.0026972995271792553
118,0.0010947862786786422
119,0.0011582521499063896
120,0.0032843588360359113
121,4.759940342081046e-05
122,0.0030939612223526715
123,3.173293561387364e-05
124,0.0027290324627931286
125,0.0003014628883317995
126,0.0006981245835052205
127,0.0016818455875353062
128,0.0003966616951734204
129,0.001697712055342243
130,0.0
131,3.173293561387364e-05
132,0.007742836289785214
133,0.0
134,0.0016183797163075587
135,0.0025545013169168255
136,0.007885634500047648
137,0.0005077269698219782
138,0.0
139,0.0
140,0.0014279821026243163
141,1.586646780693682e-05
142,0.0013010503601688214
143,0.0
144,0.039951765937864835
145,7.933233903468411e-05
146,0.0008726557293815261
147,4.759940342081046e-05
148,6.346587122774728e-05
149,0.00033319582394567313
150,0.001237584488941074
151,0.0009519880684162104
152,0.0
153,3.173293561387364e-05
154,0.0010789198108717053
155,0.0013327832957826951
156,0.0002855964205248627
157,0.00011106527464855776
158,1.586646780693682e-05
159,0.0
160,0.0014438485704312532
161,0.0
162,6.346587122774728e-05
163,0.0016818455875353062
164,0.0024275695744613323
165,0.0
166,0.0016818455875353062
167,0.0005870593088566625
168,9.519880684162093e-05
169,0.0009361216006092735
170,0.00034906229175260995
171,0.0
172,0.0
173,0.005949925427601324
174,1.586646780693682e-05
175,0.0016183797163075587
176,6.346587122774728e-05
177,0.0012851838923618845
178,0.0002697299527179259
179,0.0018881096690254854
180,0.0
181,0.0
182,9.519880684162093e-05
183,0.004934471487957351
184,0.0
185,4.759940342081046e-05
186,7.933233903468411e-05
187,0.0
188,0.0
189,0.002760765398407002
190,0.0003966616951734204
191,0.0
192,0.0
193,0.0003966616951734204
194,0.00023799701710405224
195,0.0033319582394567213
196,0.00694951289943836
197,9.519880684162093e-05
198,1.586646780693682e-05
199,0.003157427093580418
200,3.173293561387364e-05
201,7.933233903468411e-05
202,4.759940342081046e-05
203,3.173293561387364e-05
204,0.0003014628883317995
205,0.00022213054929711543
206,0.00020626408149017862
207,0.006283121251547003
208,0.0
209,0.0
210,0.0
211,0.004379145114714553
212,0.00033319582394567313
213,0.0
214,0.0
215,0.0
216,0.00011106527464855776
217,0.0017611779265699905
